ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
1065,84.11,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4.06,3.42,6.94,3.46,38,"    1,    1,   64","   32,    8,    1"
848,84.09,kernel_helper_stage_1,void xmma__5x_cudnn::kernel_helper_stage_1..Params_pre_hopper>(T1),4.16,3.50,1.03,2.98,40,"   17,    1,    1","  256,    1,    1"
1025,84.06,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4.03,3.39,6.99,3.49,38,"    1,    1,   64","   32,    8,    1"
460,84.03,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.26,2.74,3.71,6.43,40,"   12,    4,    1","  256,    1,    1"
1053,83.86,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.96,3.55,38,"    1,    1,   64","   32,    8,    1"
1119,83.86,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.03,2.84,2.18,38,"    1,    1,   32","  256,    1,    1"
938,83.82,kernel_helper_stage_1,void xmma__5x_cudnn::kernel_helper_stage_1..Params_pre_hopper>(T1),4.54,3.81,1.08,2.16,40,"   17,    1,    1","  256,    1,    1"
1049,83.78,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.96,3.53,38,"    1,    1,   64","   32,    8,    1"
1033,83.77,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.90,3.51,38,"    1,    1,   64","   32,    8,    1"
1195,83.77,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.68,3.08,5.79,4.45,38,"    1,    1,   64","  256,    1,    1"
1107,83.77,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.03,2.93,2.25,38,"    1,    1,   32","  256,    1,    1"
446,83.75,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.33,2.79,3.65,6.51,40,"   12,    4,    1","  256,    1,    1"
997,83.74,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.97,3.52,38,"    1,    1,   64","   32,    8,    1"
1017,83.72,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.94,3.55,38,"    1,    1,   64","   32,    8,    1"
49,83.71,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.23,2.71,5.62,3.90,38,"    1,    1,   64","  256,    1,    1"
420,83.70,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.71,3.67,6.68,40,"   12,    4,    1","  256,    1,    1"
1227,83.68,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.68,3.08,5.82,4.48,38,"    1,    1,   64","  256,    1,    1"
1223,83.68,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.78,3.16,5.79,4.45,38,"    1,    1,   64","  256,    1,    1"
1243,83.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.65,3.05,5.80,4.46,38,"    1,    1,   64","  256,    1,    1"
993,83.65,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,3.97,3.32,6.86,3.53,38,"    1,    1,   64","   32,    8,    1"
423,83.65,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.26,2.73,3.75,6.31,40,"   12,    4,    1","  256,    1,    1"
1057,83.64,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.35,6.99,3.57,38,"    1,    1,   64","   32,    8,    1"
1013,83.61,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.34,6.94,3.52,38,"    1,    1,   64","   32,    8,    1"
437,83.60,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.70,3.69,6.41,40,"   12,    4,    1","  256,    1,    1"
1143,83.60,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.55,2.97,2.90,2.23,38,"    1,    1,   32","  256,    1,    1"
1199,83.59,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.68,3.08,5.82,4.48,38,"    1,    1,   64","  256,    1,    1"
1095,83.59,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,2.92,2.25,38,"    1,    1,   32","  256,    1,    1"
1083,83.58,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.55,2.97,2.95,2.27,38,"    1,    1,   32","  256,    1,    1"
1207,83.58,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,5.83,4.48,38,"    1,    1,   64","  256,    1,    1"
1179,83.58,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.55,2.97,5.85,4.50,38,"    1,    1,   64","  256,    1,    1"
1239,83.57,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.65,3.05,5.83,4.48,38,"    1,    1,   64","  256,    1,    1"
37,83.57,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.14,2.62,6.41,4.45,38,"    1,    1,   64","  256,    1,    1"
1123,83.57,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,2.93,2.25,38,"    1,    1,   32","  256,    1,    1"
41,83.55,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.17,2.65,6.50,4.51,38,"    1,    1,   64","  256,    1,    1"
1001,83.55,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,3.97,3.32,6.94,3.55,38,"    1,    1,   64","   32,    8,    1"
1247,83.54,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,5.80,4.46,38,"    1,    1,   64","  256,    1,    1"
1183,83.54,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,5.80,4.46,38,"    1,    1,   64","  256,    1,    1"
1127,83.54,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,2.96,2.28,38,"    1,    1,   32","  256,    1,    1"
1045,83.53,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.34,6.96,3.54,38,"    1,    1,   64","   32,    8,    1"
1151,83.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,2.93,2.25,38,"    1,    1,   32","  256,    1,    1"
426,83.53,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.70,3.74,6.62,40,"   12,    4,    1","  256,    1,    1"
1215,83.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,5.83,4.48,38,"    1,    1,   64","  256,    1,    1"
1115,83.52,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,2.91,2.24,38,"    1,    1,   32","  256,    1,    1"
1191,83.51,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,5.80,4.46,38,"    1,    1,   64","  256,    1,    1"
1211,83.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,5.62,4.32,38,"    1,    1,   64","  256,    1,    1"
1139,83.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,2.91,2.24,38,"    1,    1,   32","  256,    1,    1"
33,83.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.20,2.67,6.16,4.28,38,"    1,    1,   64","  256,    1,    1"
1099,83.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.65,3.05,2.96,2.27,38,"    1,    1,   32","  256,    1,    1"
1163,83.47,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,2.95,2.27,38,"    1,    1,   32","  256,    1,    1"
1135,83.46,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.52,2.94,2.97,2.28,38,"    1,    1,   32","  256,    1,    1"
463,83.46,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.70,3.64,6.47,40,"   12,    4,    1","  256,    1,    1"
29,83.45,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.17,2.64,6.23,4.32,38,"    1,    1,   64","  256,    1,    1"
1251,83.45,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.55,2.96,5.78,4.44,38,"    1,    1,   64","  256,    1,    1"
1219,83.44,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.68,3.07,5.51,4.24,38,"    1,    1,   64","  256,    1,    1"
443,83.44,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.70,3.70,6.83,40,"   12,    4,    1","  256,    1,    1"
1147,83.44,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.55,2.96,2.92,2.24,38,"    1,    1,   32","  256,    1,    1"
1037,83.44,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4.03,3.36,6.96,3.56,38,"    1,    1,   64","   32,    8,    1"
1091,83.42,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.68,3.07,2.97,2.28,38,"    1,    1,   32","  256,    1,    1"
1235,83.41,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.02,5.81,4.47,38,"    1,    1,   64","  256,    1,    1"
434,83.40,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.70,3.67,6.79,40,"   12,    4,    1","  256,    1,    1"
1187,83.39,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,5.72,4.40,38,"    1,    1,   64","  256,    1,    1"
1021,83.36,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.33,7.02,3.55,38,"    1,    1,   64","   32,    8,    1"
429,83.36,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.26,2.72,3.70,6.44,40,"   12,    4,    1","  256,    1,    1"
440,83.36,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.30,2.75,3.71,6.53,40,"   12,    4,    1","  256,    1,    1"
449,83.36,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.69,3.70,6.64,40,"   12,    4,    1","  256,    1,    1"
1175,83.35,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,5.82,4.47,38,"    1,    1,   64","  256,    1,    1"
1159,83.35,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.99,2.93,2.25,38,"    1,    1,   32","  256,    1,    1"
1155,83.35,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.65,3.04,2.94,2.26,38,"    1,    1,   32","  256,    1,    1"
329,83.33,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,221.18,184.32,13.99,13.03,238,"    8,    3,    1","  128,    1,    1"
333,83.33,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,221.18,184.32,13.99,11.64,238,"    8,    3,    1","  128,    1,    1"
377,83.33,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x3_nhwc_align8..,219.04,182.53,14.12,11.35,238,"   12,    2,    1","  128,    1,    1"
381,83.33,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x3_nhwc_align8..,219.36,182.80,14.12,11.25,238,"   12,    2,    1","  128,    1,    1"
555,83.33,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,201.41,167.84,15.39,10.49,255,"   12,    4,    1","  128,    1,    1"
559,83.33,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,201.44,167.87,15.39,10.53,255,"   12,    4,    1","  128,    1,    1"
1087,83.33,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,2.96,2.28,38,"    1,    1,   32","  256,    1,    1"
1203,83.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,5.76,4.43,38,"    1,    1,   64","  256,    1,    1"
45,83.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.20,2.67,6.18,4.29,38,"    1,    1,   64","  256,    1,    1"
1131,83.28,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.58,2.98,2.98,2.29,38,"    1,    1,   32","  256,    1,    1"
1103,83.27,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,2.96,2.28,38,"    1,    1,   32","  256,    1,    1"
1171,83.26,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,5.77,4.44,38,"    1,    1,   64","  256,    1,    1"
1061,83.26,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.33,6.98,3.54,38,"    1,    1,   64","   32,    8,    1"
1069,83.26,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,3.97,3.30,6.98,3.55,38,"    1,    1,   64","   32,    8,    1"
1111,83.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.62,3.01,2.95,2.27,38,"    1,    1,   32","  256,    1,    1"
1009,83.22,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4.06,3.38,6.97,3.50,38,"    1,    1,   64","   32,    8,    1"
1029,83.19,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,3.97,3.30,6.94,3.56,38,"    1,    1,   64","   32,    8,    1"
1005,83.17,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4,3.33,6.97,3.54,38,"    1,    1,   64","   32,    8,    1"
455,83.12,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,3.23,2.69,3.71,7.17,40,"   12,    4,    1","  256,    1,    1"
1041,83.10,nchwToFoldedNhwcKernel,..nchwToFoldedNhwcKernel<__half..float..const..T3..cudnn::reduced_divisor..,4.06,3.38,6.83,3.49,38,"    1,    1,   64","   32,    8,    1"
116,83.00,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),2.88,2.39,6.00,3.95,16,"   86,    1,    1","  256,    1,    1"
1079,82.94,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",279.20,231.56,5.54,17.06,20,"   32,    1,    1","  512,    1,    1"
121,82.79,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),2.85,2.36,6.01,4.18,16,"   86,    1,    1","  256,    1,    1"
428,82.42,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,13.38,11.02,6.42,17.58,78,"    4,    6,    1","  128,    1,    1"
425,82.23,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,13.41,11.03,6.46,17.77,78,"    4,    6,    1","  128,    1,    1"
341,81.26,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_256x64_32x4_nhwc_align8..,220.13,178.87,18.74,14.54,246,"    8,    4,    1","  128,    1,    1"
337,81.25,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_256x64_32x4_nhwc_align8..,220.19,178.91,18.75,14.59,246,"    8,    4,    1","  128,    1,    1"
744,80.88,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.58,6.13,1.92,1.82,27,"   17,    1,    1","  256,    1,    1"
736,80.57,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.55,6.08,1.90,1.80,27,"   17,    1,    1","  256,    1,    1"
728,80.51,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.58,6.11,1.91,1.81,27,"   17,    1,    1","  256,    1,    1"
704,80.49,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.55,6.08,1.91,1.80,27,"   17,    1,    1","  256,    1,    1"
419,80.49,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,12.03,9.68,7.30,19.51,92,"    4,    6,    1","  128,    1,    1"
696,80.46,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.58,6.10,1.92,1.82,27,"   17,    1,    1","  256,    1,    1"
688,80.43,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.62,6.13,1.90,1.80,27,"   17,    1,    1","  256,    1,    1"
445,80.42,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,17.95,14.44,8.87,19.58,92,"    4,    6,    7","  128,    1,    1"
422,80.38,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,11.97,9.62,7.15,19.62,92,"    4,    6,    1","  128,    1,    1"
752,80.34,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.62,6.12,1.92,1.81,27,"   17,    1,    1","  256,    1,    1"
712,80.25,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",7.58,6.09,1.92,1.81,27,"   17,    1,    1","  256,    1,    1"
448,80.03,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,18.08,14.47,8.85,19.97,92,"    4,    6,    7","  128,    1,    1"
786,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.41,16.97,2.49,2.32,27,"   17,    1,    1","  256,    1,    1"
794,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.50,17.05,2.48,3.55,27,"   17,    1,    1","  256,    1,    1"
810,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.47,17.02,2.48,2.31,27,"   17,    1,    1","  256,    1,    1"
818,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.31,16.89,2.48,2.31,27,"   17,    1,    1","  256,    1,    1"
850,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.44,17.00,2.48,2.31,27,"   17,    1,    1","  256,    1,    1"
858,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.41,16.97,2.48,2.31,27,"   17,    1,    1","  256,    1,    1"
866,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.54,17.07,2.49,2.31,27,"   17,    1,    1","  256,    1,    1"
874,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",21.44,17.00,2.49,2.32,27,"   17,    1,    1","  256,    1,    1"
916,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",61.73,48.93,3.35,2.97,27,"   17,    1,    1","  256,    1,    1"
924,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",61.70,48.91,3.36,2.98,27,"   17,    1,    1","  256,    1,    1"
940,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",62.14,49.26,3.35,2.98,27,"   17,    1,    1","  256,    1,    1"
948,79.27,kernel_helper_stage_3,"void xmma__5x_cudnn::kernel_helper_stage_3..Params_pre_hopper>(T1, int..",61.76,48.96,3.36,2.98,27,"   17,    1,    1","  256,    1,    1"
